filename,Latitude,Longitude,Depth,sample_type,Cruise,Instrument,tag1,tag2,tag3
D20240414T173853_IFCB206,37.195,-74.864,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T180247_IFCB206,37.12,-74.885,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T182641_IFCB206,37.046,-74.906,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T185035_IFCB206,36.973,-74.927,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T191429_IFCB206,36.899,-74.937,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T193824_IFCB206,36.824,-74.936,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T200218_IFCB206,36.748,-74.935,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T202612_IFCB206,36.673,-74.934,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T205006_IFCB206,36.597,-74.932,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T211401_IFCB206,36.524,-74.951,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T213755_IFCB206,36.453,-74.973,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T220149_IFCB206,36.382,-74.997,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T222543_IFCB206,36.31,-75.016,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T224938_IFCB206,36.239,-75.036,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T231332_IFCB206,36.168,-75.058,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240414T233726_IFCB206,36.097,-75.08,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240415T000120_IFCB206,36.026,-75.1,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240415T002515_IFCB206,35.957,-75.121,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T004909_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T011304_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T013658_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T020053_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T024126_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T030521_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T032915_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T035309_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T041703_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T044058_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T050452_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T052846_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T055241_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T061635_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T064029_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T070423_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T072818_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T075212_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T081606_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T084000_IFCB206,35.953,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T090355_IFCB206,35.953,-75.126,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T092749_IFCB206,35.955,-75.203,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240415T095144_IFCB206,35.956,-75.281,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240415T101538_IFCB206,35.951,-75.332,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T103934_IFCB206,35.958,-75.327,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T110328_IFCB206,35.958,-75.328,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T112723_IFCB206,35.956,-75.331,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T115118_IFCB206,35.956,-75.332,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T121513_IFCB206,35.956,-75.332,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T123908_IFCB206,35.956,-75.332,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T130303_IFCB206,35.956,-75.332,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T132659_IFCB206,35.956,-75.332,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T135054_IFCB206,35.955,-75.332,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T143129_IFCB206,35.954,-75.334,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T145523_IFCB206,35.953,-75.336,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T151918_IFCB206,35.954,-75.33,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T154313_IFCB206,35.951,-75.333,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T174418_IFCB206,35.956,-75.123,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T180812_IFCB206,35.955,-75.124,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T183207_IFCB206,35.955,-75.124,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T185601_IFCB206,35.954,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T191955_IFCB206,35.951,-75.124,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T194349_IFCB206,35.955,-75.127,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T200744_IFCB206,35.955,-75.122,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T203138_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T205532_IFCB206,35.949,-75.118,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T211926_IFCB206,35.929,-75.056,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240415T224431_IFCB206,35.859,-74.853,3,underway,AR82,IFCB206,site_CP14SEPM,targetdepth_surface,
D20240415T230825_IFCB206,35.852,-74.848,3,underway,AR82,IFCB206,site_CP14SEPM,targetdepth_surface,
D20240415T233219_IFCB206,35.852,-74.848,3,underway,AR82,IFCB206,site_CP14SEPM,targetdepth_surface,
D20240415T235613_IFCB206,35.852,-74.848,3,underway,AR82,IFCB206,site_CP14SEPM,targetdepth_surface,
D20240416T002008_IFCB206,35.852,-74.848,3,underway,AR82,IFCB206,site_CP14SEPM,targetdepth_surface,
D20240416T004402_IFCB206,35.852,-74.848,3,underway,AR82,IFCB206,site_CP14SEPM,targetdepth_surface,
D20240416T010756_IFCB206,35.85,-74.862,3,underway,AR82,IFCB206,site_CP14SEPM,targetdepth_surface,
D20240416T013150_IFCB206,35.868,-74.941,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T021224_IFCB206,35.893,-75.081,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T023619_IFCB206,35.908,-75.163,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T030014_IFCB206,35.923,-75.243,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T032408_IFCB206,35.939,-75.324,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240416T034803_IFCB206,35.942,-75.271,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T041159_IFCB206,35.943,-75.193,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T043554_IFCB206,35.942,-75.114,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240416T045948_IFCB206,35.941,-75.034,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T052342_IFCB206,35.942,-74.954,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T054737_IFCB206,35.942,-74.873,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T061131_IFCB206,35.94,-74.792,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T063525_IFCB206,35.95,-74.772,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T065919_IFCB206,35.951,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T072314_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T074708_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T081102_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T083456_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T085851_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T092245_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T094639_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T101033_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T103428_IFCB206,35.949,-74.847,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T105822_IFCB206,35.941,-74.84,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T112216_IFCB206,35.933,-74.836,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T114610_IFCB206,35.934,-74.836,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T121005_IFCB206,35.934,-74.836,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T123359_IFCB206,35.935,-74.837,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T125753_IFCB206,35.939,-74.839,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T132148_IFCB206,35.945,-74.841,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T140221_IFCB206,35.956,-74.846,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T142616_IFCB206,35.951,-74.847,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T145010_IFCB206,35.951,-74.847,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T151404_IFCB206,35.957,-74.85,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T153759_IFCB206,35.955,-74.853,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240416T160153_IFCB206,35.882,-74.856,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T162547_IFCB206,35.807,-74.867,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T164941_IFCB206,35.731,-74.871,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240416T171335_IFCB206,35.693,-74.874,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T173730_IFCB206,35.704,-74.872,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T180124_IFCB206,35.707,-74.87,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T182518_IFCB206,35.709,-74.867,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240416T184912_IFCB206,35.715,-74.862,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240416T191307_IFCB206,35.72,-74.856,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240416T193701_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240416T200055_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240416T202449_IFCB206,35.72,-74.859,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240417T003009_IFCB206,35.942,-74.911,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T005403_IFCB206,35.942,-74.969,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T011757_IFCB206,35.941,-75.026,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T014151_IFCB206,35.942,-75.084,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T020546_IFCB206,35.941,-75.143,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240417T022940_IFCB206,35.941,-75.202,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T031014_IFCB206,35.942,-75.302,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T033409_IFCB206,35.951,-75.328,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T035804_IFCB206,35.973,-75.277,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T042158_IFCB206,35.995,-75.227,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T044552_IFCB206,36.018,-75.175,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T050946_IFCB206,36.041,-75.122,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T053341_IFCB206,36.064,-75.07,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T055735_IFCB206,36.084,-75.026,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T062129_IFCB206,36.099,-74.992,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T064523_IFCB206,36.116,-74.954,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T070918_IFCB206,36.138,-74.903,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T073312_IFCB206,36.164,-74.847,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T075706_IFCB206,36.175,-74.825,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T082100_IFCB206,36.175,-74.825,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T084455_IFCB206,36.175,-74.825,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T090849_IFCB206,36.175,-74.825,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T093243_IFCB206,36.175,-74.826,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T095637_IFCB206,36.175,-74.825,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T102032_IFCB206,36.172,-74.823,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T104426_IFCB206,36.198,-74.841,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T110820_IFCB206,36.2,-74.843,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T113215_IFCB206,36.196,-74.84,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T115609_IFCB206,36.196,-74.84,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T122003_IFCB206,36.195,-74.838,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T124357_IFCB206,36.191,-74.836,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T130751_IFCB206,36.186,-74.831,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T133146_IFCB206,36.18,-74.827,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T135540_IFCB206,36.175,-74.826,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T141934_IFCB206,36.175,-74.826,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T144814_IFCB206,36.182,-74.825,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T161851_IFCB206,36.089,-75.009,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T164245_IFCB206,36.055,-75.087,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T170639_IFCB206,36.021,-75.165,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T173033_IFCB206,35.991,-75.244,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T175428_IFCB206,35.961,-75.321,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T181822_IFCB206,35.959,-75.325,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T184216_IFCB206,35.959,-75.294,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T190610_IFCB206,35.958,-75.326,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T193005_IFCB206,35.957,-75.295,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T195359_IFCB206,35.956,-75.322,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T201753_IFCB206,35.956,-75.3,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T204147_IFCB206,35.955,-75.325,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T210542_IFCB206,35.954,-75.297,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T212936_IFCB206,35.953,-75.322,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T215330_IFCB206,35.953,-75.297,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T221726_IFCB206,35.952,-75.32,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T224120_IFCB206,35.951,-75.3,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T230514_IFCB206,35.95,-75.317,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240417T232908_IFCB206,35.949,-75.302,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240417T235303_IFCB206,35.948,-75.314,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T001657_IFCB206,35.948,-75.307,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T004051_IFCB206,35.947,-75.312,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T010445_IFCB206,35.946,-75.306,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T012840_IFCB206,35.945,-75.312,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T015234_IFCB206,35.944,-75.306,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T021628_IFCB206,35.943,-75.312,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T024509_IFCB206,35.943,-75.299,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T030904_IFCB206,35.942,-75.32,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T033258_IFCB206,35.941,-75.299,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T035652_IFCB206,35.936,-75.221,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T042047_IFCB206,35.936,-75.131,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T044441_IFCB206,35.936,-75.043,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T050835_IFCB206,35.935,-74.955,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T053229_IFCB206,35.936,-74.864,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T055624_IFCB206,35.937,-74.772,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T062018_IFCB206,35.999,-74.756,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T064412_IFCB206,36.04,-74.779,3,underway,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240418T070806_IFCB206,36.039,-74.828,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T073200_IFCB206,36.039,-74.893,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T075555_IFCB206,36.039,-74.968,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T081949_IFCB206,36.039,-75.046,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T084343_IFCB206,36.039,-75.128,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T090737_IFCB206,36.039,-75.209,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T093132_IFCB206,36.04,-75.292,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T095526_IFCB206,35.99,-75.323,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T101920_IFCB206,35.95,-75.333,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T104315_IFCB206,35.95,-75.333,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T110709_IFCB206,35.95,-75.333,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T113103_IFCB206,35.95,-75.333,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T115457_IFCB206,35.95,-75.333,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T121852_IFCB206,35.949,-75.33,3,underway,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240418T124246_IFCB206,35.952,-75.247,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T130640_IFCB206,35.948,-75.228,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T133034_IFCB206,35.95,-75.144,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T135429_IFCB206,35.949,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T141823_IFCB206,35.953,-75.057,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T144704_IFCB206,35.948,-75.02,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T151059_IFCB206,35.951,-74.939,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T153454_IFCB206,35.952,-74.925,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T155848_IFCB206,35.951,-74.846,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240418T162242_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240418T164636_IFCB206,35.951,-74.765,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T171031_IFCB206,35.95,-74.753,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T173425_IFCB206,35.95,-74.753,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T175819_IFCB206,35.924,-74.716,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T182213_IFCB206,35.904,-74.701,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T184608_IFCB206,35.909,-74.714,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T191002_IFCB206,35.915,-74.721,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T193356_IFCB206,35.922,-74.807,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T195751_IFCB206,35.927,-74.898,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T202145_IFCB206,35.931,-74.988,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T204539_IFCB206,35.937,-75.078,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240418T210933_IFCB206,35.948,-75.126,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T213327_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T215722_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T222116_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T224510_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T230905_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T233259_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240418T235653_IFCB206,35.95,-75.125,3,underway,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240419T002047_IFCB206,35.97,-75.091,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T004442_IFCB206,36.01,-75.024,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T010836_IFCB206,36.052,-74.96,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T013230_IFCB206,36.103,-74.907,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T015624_IFCB206,36.156,-74.851,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T022019_IFCB206,36.175,-74.826,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240419T024858_IFCB206,36.175,-74.826,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240419T031252_IFCB206,36.175,-74.826,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240419T033646_IFCB206,36.175,-74.826,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240419T040041_IFCB206,36.175,-74.826,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240419T042435_IFCB206,36.135,-74.829,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T044829_IFCB206,36.064,-74.832,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T051223_IFCB206,35.992,-74.836,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T053618_IFCB206,35.917,-74.839,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T060012_IFCB206,35.842,-74.843,3,underway,AR82,IFCB206,site_CP14SEPM,targetdepth_surface,
D20240419T062406_IFCB206,35.766,-74.852,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T064800_IFCB206,35.725,-74.854,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T071155_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T073550_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T075944_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T082338_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T084733_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T091127_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T093521_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
