Filename,FileComment,triggerCount,roiCount,runTime,inhibitTime,SyringeSampleVolume,syringeSamplingSpeed,temperature,RunFastFactor,sampleNumber,runSampleFast,Datetime,lookTime,get_runSampleFast_Int,runSampleFast_Int,flowRate_mins,volumeAnalyzed
D20240401T213521_IFCB206,ar82a_underway ,4866,4421,1201.9634722222222,405.7268402777778,5,20,10.468260471503783,5,11,False,2024-04-01 21:35:02,796.2366319444444,1,1,0.25,3.3176526331018517
D20240401T215915_IFCB206,ar82a_underway ,3871,3436,1201.4383333333333,323.3412152777778,5,20,10.5730441748684,5,12,False,2024-04-01 21:59:01,878.0971180555555,1,1,0.25,3.6587379918981484
D20240401T222309_IFCB206,ar82a_underway ,3460,3141,1201.293472222222,288.6702604166667,5,20,10.574707408255136,5,13,False,2024-04-01 22:23:00,912.6232118055552,1,1,0.25,3.80259671585648
D20240401T224703_IFCB206,ar82a_underway ,3632,3189,1200.92125,303.0695138888889,5,20,10.68115434500649,5,14,False,2024-04-01 22:47:00,897.8517361111112,1,1,0.25,3.741048900462963
D20240401T231058_IFCB206,ar82a_underway ,4000,3653,1201.685,333.5996527777778,5,20,10.68115434500649,5,15,False,2024-04-01 23:10:05,868.0853472222221,1,1,0.25,3.617022280092592
D20240401T233452_IFCB206,ar82a_underway ,4525,4152,1200.9316666666666,377.29850694444445,5,20,10.679491111619754,5,16,False,2024-04-01 23:34:05,823.6331597222222,1,1,0.25,3.4318048321759265
D20240401T235846_IFCB206,ar82a_underway ,4408,4195,1201.0201388888888,367.64506944444446,5,20,10.68115434500649,5,17,False,2024-04-01 23:58:04,833.3750694444443,1,1,0.25,3.472396122685184
D20240402T002241_IFCB206,ar82a_underway ,3504,3318,1201.3765277777777,292.79375,5,20,10.785938048371108,5,18,False,2024-04-02 00:22:04,908.5827777777777,1,1,0.25,3.7857615740740735
D20240402T004636_IFCB206,ar82a_underway ,3140,3033,1200.9179166666668,261.8411111111111,5,20,10.574707408255136,5,19,False,2024-04-02 00:46:03,939.0768055555557,1,1,0.25,3.9128200231481487
D20240402T011030_IFCB206,ar82a_underway ,3147,3099,1201.7093055555556,262.445,5,20,10.5730441748684,5,20,False,2024-04-02 01:10:03,939.2643055555557,1,1,0.25,3.9136012731481484
D20240402T013424_IFCB206,ar82a_underway ,3150,3019,1200.9679166666667,262.7919097222222,5,20,10.468260471503783,5,21,False,2024-04-02 01:34:02,938.1760069444445,1,1,0.25,3.909066695601852
D20240402T015818_IFCB206,ar82a_underway ,3252,3194,1201.4722222222222,271.1509722222222,5,20,10.466597238117046,5,22,False,2024-04-02 01:58:01,930.32125,1,1,0.25,3.8763385416666667
D20240402T022213_IFCB206,ar82a_underway ,2666,2603,1201.0652777777775,222.41357638888888,5,20,10.360150301365692,5,23,False,2024-04-02 02:22:01,978.6517013888886,1,1,0.25,4.077715422453703
D20240402T024607_IFCB206,ar82a_underway ,2630,2589,1200.9205555555557,219.32128472222223,5,20,10.255366598001075,5,24,False,2024-04-02 02:46:00,981.5992708333334,1,1,0.25,4.089996961805556
D20240402T031001_IFCB206,ar82a_underway ,2564,2533,1201.023888888889,213.81612847222223,5,20,10.253703364614339,5,25,False,2024-04-02 03:10:00,987.2077604166667,1,1,0.25,4.1133656684027775
D20240402T033355_IFCB206,ar82a_underway ,2544,2463,1201.0177777777778,212.12875,5,20,10.253703364614339,5,26,False,2024-04-02 03:33:05,988.8890277777779,1,1,0.25,4.120370949074075
D20240402T035750_IFCB206,ar82a_underway ,2362,2269,1201.1530555555555,197.0531423611111,5,20,10.253703364614339,5,27,False,2024-04-02 03:57:05,1004.0999131944444,1,1,0.25,4.183749638310185
D20240402T042144_IFCB206,ar82a_underway ,2380,2295,1200.918888888889,198.48987847222224,5,20,10.253703364614339,5,28,False,2024-04-02 04:21:04,1002.4290104166666,1,1,0.25,4.176787543402778
D20240402T044538_IFCB206,ar82a_underway ,2679,2618,1201.472083333333,223.3241840277778,5,20,10.253703364614339,5,29,False,2024-04-02 04:45:03,978.1478993055553,1,1,0.25,4.07561624710648
D20240402T050932_IFCB206,ar82a_underway ,3031,2958,1201.2772222222222,252.77916666666667,5,20,10.255366598001075,5,30,False,2024-04-02 05:09:03,948.4980555555555,1,1,0.25,3.9520752314814813
D20240402T053326_IFCB206,ar82a_underway ,3154,3088,1201.595972222222,263.1352083333333,5,20,10.468260471503783,5,31,False,2024-04-02 05:33:02,938.4607638888886,1,1,0.25,3.910253182870369
