Filename,FileComment,triggerCount,roiCount,runTime,inhibitTime,SyringeSampleVolume,syringeSamplingSpeed,temperature,RunFastFactor,sampleNumber,runSampleFast,Datetime,lookTime,runSampleFast_Int,flowRate_mins,volumeAnalyzed,DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710, COG,Datetime_GMT_underway,Datetime_UTC_underway
D20240413T224552_IFCB206,ar82b_underway,3650,3542,1200.935277777778,305.05086805555555,5,20,11.852070649271383,5,32,False,2024-04-13 22:45:05,895.8844097222225,1,0.25,3.7328517071759264,2024/04/13, 22:44:48.690,40.135,-72.666,9.81,228.36,227.98,9.78,9.4,9.5,1004.8,1004.8,0.0,0.0,85.09,78.49,43,39,13.5,16.0,69.3,69.2,10.4,12.5,290.5,281.9,1006.9,1006.9,28.78,344.32,131.83,31.0818,7.4143,308.3,45.8,1475.453, NAN, NAN, NAN, NAN,,2024-04-13 22:44:48.690,2024-04-13 22:44:48.690000+00:00
D20240413T230946_IFCB206,ar82b_underway,3463,3382,1201.4902777777777,288.66182291666667,5,20,11.852070649271383,5,33,False,2024-04-13 23:09:04,912.828454861111,1,0.25,3.8034518952546295,2024/04/13, 23:08:48.692,40.09,-72.723,8.83,222.75,223.62,8.76,9.1,9.1,1005.5,1005.1,0.0,0.0,85.09,78.49,41,37,10.7,12.7,74.5,74.5,8.1,9.7,286.5,277.1,1007.6,1007.2,9.32,348.58,54.87,31.0041,7.4272,291.3,46.0,1475.406, NAN, NAN, NAN, NAN,,2024-04-13 23:08:48.692,2024-04-13 23:08:48.692000+00:00
D20240413T233341_IFCB206,ar82b_underway,2987,2938,1202.049861111111,249.0571875,5,20,11.852070649271383,5,34,False,2024-04-13 23:33:04,952.9926736111111,1,0.25,3.9708028067129626,2024/04/13, 23:32:48.693,40.045,-72.781,9.47,222.0,230.78,8.98,8.8,8.8,1006.1,1006.4,0.0,0.0,85.09,78.49,18,14,9.6,9.4,78.8,78.7,5.2,4.9,252.1,245.2,1008.2,1008.5,-3.69,355.78,5.87,30.9373,7.3272,280.6,46.3,1474.936, NAN, NAN, NAN, NAN,,2024-04-13 23:32:48.693,2024-04-13 23:32:48.693000+00:00
D20240413T235735_IFCB206,ar82b_underway,4010,3945,1201.8838888888888,334.4741666666667,5,20,11.850407415884646,5,35,False,2024-04-13 23:57:03,867.4097222222222,1,0.25,3.6142071759259258,2024/04/13, 23:56:48.694,40.0,-72.842,10.31,223.29,217.59,9.35,9.7,9.7,1006.8,1006.6,0.0,0.0,85.09,78.49,41,36,11.7,13.3,70.6,70.6,8.6,9.8,285.5,275.9,1008.9,1008.7,-5.35,351.39,0.11,30.9491,7.0946,306.8,47.3,1474.045, NAN, NAN, NAN, NAN,,2024-04-13 23:56:48.694,2024-04-13 23:56:48.694000+00:00
D20240414T002130_IFCB206,ar82b_underway,3534,3490,1201.2670833333334,294.7920486111111,5,20,11.850407415884646,5,36,False,2024-04-14 00:21:03,906.4750347222223,1,0.25,3.7769793113425925,2024/04/14, 00:20:48.696,39.955,-72.904,9.95,224.51,232.1,9.3,9.5,9.5,1007.6,1007.4,0.0,0.0,85.09,78.49,43,37,10.0,12.0,73.2,73.2,6.8,8.3,292.4,278.8,1009.7,1009.5,-5.81,335.94,-0.02,31.2924,7.3958,290.0,48.3,1475.644, NAN, NAN, NAN, NAN,,2024-04-14 00:20:48.696,2024-04-14 00:20:48.696000+00:00
D20240414T004525_IFCB206,ar82b_underway,3815,3780,1200.9798611111112,318.14288194444447,5,20,11.852070649271383,5,37,False,2024-04-14 00:45:02,882.8369791666667,1,0.25,3.678487413194445,2024/04/14, 00:44:48.697,39.912,-72.97,10.35,229.87,227.53,10.19,10.1,10.1,1007.7,1008.1,0.0,0.0,85.09,78.49,46,42,14.4,16.9,65.8,65.9,11.4,13.5,295.3,287.1,1009.8,1010.2,-6.06,299.1,-0.01,31.2456,7.502,311.3,48.6,1475.996, NAN, NAN, NAN, NAN,,2024-04-14 00:44:48.697,2024-04-14 00:44:48.697000+00:00
D20240414T010919_IFCB206,ar82b_underway,2795,2763,1202.1006944444443,233.5990625,5,20,11.956854352636,5,38,False,2024-04-14 01:09:01,968.5016319444444,1,0.25,4.035423466435185,2024/04/14, 01:08:48.699,39.87,-73.039,10.16,223.77,225.24,9.43,10.7,10.7,1008.6,1008.5,0.0,0.0,85.09,78.49,61,57,16.1,17.2,57.5,57.5,14.3,15.0,301.8,296.2,1010.7,1010.6,-6.04,292.74,-0.02,31.2013,7.4118,272.6,48.5,1475.592, NAN, NAN, NAN, NAN,,2024-04-14 01:08:48.699,2024-04-14 01:08:48.699000+00:00
D20240414T013313_IFCB206,ar82b_underway,3989,3730,1200.919861111111,333.4703125,5,20,11.956854352636,5,39,False,2024-04-14 01:33:01,867.449548611111,1,0.25,3.6143731192129627,2024/04/14, 01:32:48.701,39.818,-73.091,10.27,215.39,217.82,10.09,10.4,10.4,1009.0,1009.0,0.0,0.0,85.09,78.49,63,58,14.6,15.6,60.2,60.2,13.1,13.6,299.1,292.3,1011.1,1011.1,-6.27,292.22,-0.01,31.3595,7.4685,287.6,48.6,1476.008, NAN, NAN, NAN, NAN,,2024-04-14 01:32:48.701,2024-04-14 01:32:48.701000+00:00
D20240414T015708_IFCB206,ar82b_underway,5035,4561,1200.9529166666666,419.52899305555553,5,20,11.958517586022737,5,40,False,2024-04-14 01:57:00,781.4239236111111,1,0.25,3.2559330150462964,2024/04/14, 01:56:48.702,39.764,-73.143,10.57,213.65,216.52,10.22,10.5,10.5,1009.7,1009.6,0.0,0.0,85.09,78.49,64,61,12.0,12.1,60.2,60.0,10.7,10.5,303.6,300.3,1011.8,1011.7,-6.34,290.58,-0.01,31.4276,7.6706,352.9,49.2,1476.871, NAN, NAN, NAN, NAN,,2024-04-14 01:56:48.702,2024-04-14 01:56:48.702000+00:00
D20240414T022103_IFCB206,ar82b_underway,3725,3345,1200.9525,310.6659027777778,5,20,12.063301289387354,5,41,False,2024-04-14 02:21:00,890.2865972222223,1,0.25,3.709527488425926,2024/04/14, 02:20:48.704,39.71,-73.192,10.35,218.48,218.82,9.84,9.9,9.9,1009.9,1009.8,0.0,0.0,85.09,78.49,48,42,10.5,12.5,68.5,68.4,7.9,9.3,294.1,281.3,1012.0,1011.9,-6.59,290.68,-0.01,31.5085,7.6763,311.3,49.4,1476.994, NAN, NAN, NAN, NAN,,2024-04-14 02:20:48.704,2024-04-14 02:20:48.704000+00:00
D20240414T030136_IFCB206,ar82b_underway,7036,4821,1201.911111111111,585.9041666666667,5,20,12.06496452277409,5,44,False,2024-04-14 03:01:03,616.0069444444443,1,0.25,2.5666956018518516,2024/04/14, 03:00:48.706,39.624,-73.284,10.39,218.51,221.7,9.87,9.9,9.9,1010.2,1010.5,0.0,0.0,85.09,78.49,43,38,10.0,12.0,70.3,70.2,7.0,8.4,289.7,277.0,1012.3,1012.6,-6.53,292.86,-0.01,31.5692,7.6236,301.9,49.7,1476.867, NAN, NAN, NAN, NAN,,2024-04-14 03:00:48.706,2024-04-14 03:00:48.706000+00:00
D20240414T032531_IFCB206,ar82b_underway,4800,3626,1201.0172222222222,400.1251041666667,5,20,12.06496452277409,5,45,False,2024-04-14 03:25:03,800.8921180555556,1,0.25,3.337050491898148,2024/04/14, 03:24:48.708,39.566,-73.322,10.48,199.92,195.92,9.62,10.4,10.4,1010.7,1010.7,0.0,0.0,85.09,78.49,50,46,9.0,11.0,66.8,66.7,7.1,8.5,283.1,271.5,1012.8,1012.8,-6.52,292.1,-0.02,31.581,7.8842,325.1,49.7,1477.88, NAN, NAN, NAN, NAN,,2024-04-14 03:24:48.708,2024-04-14 03:24:48.708000+00:00
D20240414T034926_IFCB206,ar82b_underway,5764,4906,1201.18125,481.1242361111111,5,20,12.171411459525444,5,46,False,2024-04-14 03:49:02,720.0570138888891,1,0.25,3.000237557870371,2024/04/14, 03:48:48.710,39.505,-73.354,10.31,207.01,212.01,9.79,10.6,10.6,1011.0,1011.2,0.0,0.0,85.09,78.49,47,41,9.9,11.9,65.8,65.7,7.2,8.5,283.1,269.3,1013.1,1013.3,-6.41,293.16,-0.02,31.6243,7.8166,382.4,49.8,1477.675, NAN, NAN, NAN, NAN,,2024-04-14 03:48:48.710,2024-04-14 03:48:48.710000+00:00
D20240414T041320_IFCB206,ar82b_underway,5649,5032,1200.9869444444444,471.36347222222224,5,20,12.171411459525444,5,47,False,2024-04-14 04:13:02,729.6234722222221,1,0.25,3.0400978009259254,2024/04/14, 04:12:48.711,39.447,-73.396,10.66,209.94,209.46,10.21,10.5,10.5,1011.4,1011.3,0.0,0.0,85.09,78.49,43,38,9.8,11.9,66.0,65.9,7.0,8.4,284.0,270.7,1013.5,1013.4,-6.44,293.99,-0.01,31.627,7.7465,354.0,50.0,1477.41, NAN, NAN, NAN, NAN,,2024-04-14 04:12:48.711,2024-04-14 04:12:48.711000+00:00
D20240414T043715_IFCB206,ar82b_underway,4949,4324,1201.0730555555556,413.13371527777775,5,20,12.171411459525444,5,48,False,2024-04-14 04:37:01,787.9393402777778,1,0.25,3.283080584490741,2024/04/14, 04:36:48.713,39.392,-73.443,10.63,222.8,219.83,9.97,10.3,10.3,1011.8,1011.7,0.0,0.0,85.09,78.49,35,31,10.6,12.3,67.7,67.7,7.1,8.4,282.7,272.5,1013.9,1013.8,-6.35,292.38,-0.02,31.6445,7.7796,373.6,50.2,1477.559, NAN, NAN, NAN, NAN,,2024-04-14 04:36:48.713,2024-04-14 04:36:48.713000+00:00
D20240414T050110_IFCB206,ar82b_underway,4620,4248,1200.9409722222222,385.0813888888889,5,20,12.277858396276798,5,49,False,2024-04-14 05:01:01,815.8595833333333,1,0.25,3.3994149305555554,2024/04/14, 05:00:48.714,39.344,-73.502,10.61,221.68,224.92,10.17,10.6,10.7,1011.8,1011.9,0.0,0.0,85.09,78.49,36,31,10.5,12.1,68.8,67.3,6.8,7.9,283.1,271.3,1013.9,1014.0,-6.42,292.58,-0.02,31.6811,7.791,374.4,47.7,1477.648, NAN, NAN, NAN, NAN,,2024-04-14 05:00:48.714,2024-04-14 05:00:48.714000+00:00
D20240414T052505_IFCB206,ar82b_underway,4606,4344,1201.2183333333332,383.8755902777778,5,20,12.277858396276798,5,50,False,2024-04-14 05:25:00,817.3427430555555,1,0.25,3.4055947627314813,2024/04/14, 05:24:48.716,39.294,-73.56,10.57,221.07,220.6,10.22,11.2,11.3,1012.1,1012.2,0.0,0.0,85.09,78.49,47,42,11.1,13.1,61.1,61.1,8.4,9.9,295.2,284.0,1014.2,1014.3,-6.56,291.57,-0.02,31.7431,8.01,401.9,49.3,1478.561, NAN, NAN, NAN, NAN,,2024-04-14 05:24:48.716,2024-04-14 05:24:48.716000+00:00
D20240414T054859_IFCB206,ar82b_underway,4549,4413,1200.985138888889,379.20788194444447,5,20,12.384305333028152,5,51,False,2024-04-14 05:48:05,821.7772569444445,1,0.25,3.424071903935185,2024/04/14, 05:47:48.717,39.245,-73.617,10.7,221.88,219.63,10.07,10.9,11.0,1012.2,1012.3,0.0,0.0,85.09,78.49,46,40,10.9,12.8,62.5,62.7,8.3,9.5,295.1,282.8,1014.3,1014.4,-6.49,292.41,-0.02,31.7392,8.2421,442.8,49.3,1479.437, NAN, NAN, NAN, NAN,,2024-04-14 05:47:48.717,2024-04-14 05:47:48.717000+00:00
D20240414T061255_IFCB206,ar82b_underway,4452,4386,1200.9163888888888,371.26659722222223,5,20,12.490752269779506,5,52,False,2024-04-14 06:12:05,829.6497916666666,1,0.25,3.4568741319444443,2024/04/14, 06:11:48.718,39.194,-73.675,10.76,221.71,223.03,10.22,10.6,10.7,1012.3,1012.4,0.0,0.0,85.09,78.49,30,24,8.8,8.8,68.6,68.5,4.9,4.5,282.9,273.1,1014.4,1014.5,-6.93,290.95,-0.02,31.697,8.3173,427.2,49.5,1479.669, NAN, NAN, NAN, NAN,,2024-04-14 06:11:48.718,2024-04-14 06:11:48.718000+00:00
D20240414T063649_IFCB206,ar82b_underway,4764,4689,1201.0223611111112,397.0527083333333,5,20,12.59719920653086,5,53,False,2024-04-14 06:36:04,803.9696527777778,1,0.25,3.349873553240741,2024/04/14, 06:35:48.720,39.137,-73.724,10.66,209.2,209.33,10.34,10.9,11.0,1012.4,1012.5,0.0,0.0,85.09,78.49,46,39,11.2,12.8,63.8,63.8,8.4,9.3,282.2,269.3,1014.5,1014.6,-6.42,292.17,-0.01,31.628,8.3268,430.2,49.4,1479.62, NAN, NAN, NAN, NAN,,2024-04-14 06:35:48.720,2024-04-14 06:35:48.720000+00:00
D20240414T070044_IFCB206,ar82b_underway,4919,4880,1200.9988888888888,410.7559027777778,5,20,12.701982909895477,5,54,False,2024-04-14 07:00:04,790.242986111111,1,0.25,3.292679108796295,2024/04/14, 06:59:48.721,39.077,-73.767,10.67,210.46,208.28,10.12,10.4,10.5,1012.9,1012.9,0.0,0.0,85.09,78.49,40,34,10.2,12.0,69.3,68.0,7.2,8.3,279.1,265.7,1015.0,1015.0,-6.66,292.08,-0.02,31.6455,8.1688,416.3,49.3,1479.043, NAN, NAN, NAN, NAN,,2024-04-14 06:59:48.721,2024-04-14 06:59:48.721000+00:00
D20240414T072438_IFCB206,ar82b_underway,4041,3961,1200.9797222222223,337.0321875,5,20,12.703646143282214,5,55,False,2024-04-14 07:24:03,863.9475347222224,1,0.25,3.5997813946759267,2024/04/14, 07:23:48.723,39.012,-73.813,11.79,209.51,208.2,11.8,11.2,11.2,1013.3,1013.2,0.0,0.0,85.09,78.49,49,43,11.0,12.8,61.0,60.9,8.6,9.5,291.8,279.2,1015.4,1015.3,-6.41,291.98,-0.01,31.5793,8.5461,388.8,49.9,1480.386, NAN, NAN, NAN, NAN,,2024-04-14 07:23:48.723,2024-04-14 07:23:48.723000+00:00
D20240414T074833_IFCB206,ar82b_underway,3751,3715,1200.9322222222222,312.7221527777777,5,20,12.916540016784921,5,56,False,2024-04-14 07:48:03,888.2100694444446,1,0.25,3.7008752893518517,2024/04/14, 07:47:48.724,38.943,-73.861,11.91,209.93,207.29,11.77,11.3,11.4,1013.4,1013.3,0.0,0.0,85.09,78.49,49,43,11.8,13.6,58.8,59.1,9.3,10.2,289.4,277.5,1015.5,1015.4,-6.54,290.07,-0.01,31.2771,9.0667,383.0,49.6,1481.96, NAN, NAN, NAN, NAN,,2024-04-14 07:47:48.724,2024-04-14 07:47:48.724000+00:00
D20240414T081227_IFCB206,ar82b_underway,3036,3003,1200.9630555555557,253.2994965277778,5,20,13.141076523994826,5,57,False,2024-04-14 08:12:02,947.6635590277779,1,0.25,3.948598162615741,2024/04/14, 08:11:48.726,38.873,-73.906,11.88,207.91,206.47,11.83,11.0,11.1,1013.6,1013.7,0.0,0.0,85.09,78.49,45,39,10.4,12.3,61.9,62.1,7.6,8.7,288.3,274.2,1015.7,1015.8,-6.76,289.15,-0.01,31.3896,8.9134,370.0,49.3,1481.528, NAN, NAN, NAN, NAN,,2024-04-14 08:11:48.726,2024-04-14 08:11:48.726000+00:00
D20240414T083621_IFCB206,ar82b_underway,2557,2521,1201.0004166666668,213.24621527777776,5,20,13.235880827038997,5,58,False,2024-04-14 08:36:02,987.754201388889,1,0.25,4.115642505787037,2024/04/14, 08:35:48.727,38.804,-73.951,11.88,204.25,200.38,11.62,10.9,10.9,1013.7,1013.8,0.0,0.0,85.09,78.49,45,40,11.6,13.6,69.4,69.4,8.9,10.1,279.6,268.2,1015.8,1015.9,-6.54,293.01,-0.02,31.5031,8.9967,358.7,50.1,1481.977, NAN, NAN, NAN, NAN,,2024-04-14 08:35:48.727,2024-04-14 08:35:48.727000+00:00
D20240414T090015_IFCB206,ar82b_underway,3382,3349,1200.95,282.14635416666664,5,20,13.342327763790351,5,59,False,2024-04-14 09:00:01,918.8036458333333,1,0.25,3.828348524305555,2024/04/14, 08:59:48.729,38.73,-73.988,12.24,203.57,202.09,11.92,11.2,11.2,1014.1,1014.3,0.0,0.0,85.09,78.49,41,36,10.5,12.5,64.9,64.8,7.3,8.6,279.4,265.8,1016.2,1016.4,-6.66,291.74,-0.02,31.4993,8.8452,355.6,52.0,1481.408, NAN, NAN, NAN, NAN,,2024-04-14 08:59:48.729,2024-04-14 08:59:48.729000+00:00
D20240414T092409_IFCB206,ar82b_underway,3861,3841,1200.997777777778,322.5973263888889,5,20,13.340664530403615,5,60,False,2024-04-14 09:24:00,878.4004513888892,1,0.25,3.6600018807870383,2024/04/14, 09:23:48.731,38.656,-74.026,12.16,204.42,201.27,11.95,10.8,10.8,1014.4,1014.5,0.0,0.0,85.09,78.49,34,30,10.4,11.3,68.9,68.9,6.6,7.0,272.3,262.9,1016.5,1016.6,-6.55,295.01,-0.01,31.4813,8.7083,373.2,52.7,1480.874, NAN, NAN, NAN, NAN,,2024-04-14 09:23:48.731,2024-04-14 09:23:48.731000+00:00
D20240414T094804_IFCB206,ar82b_underway,3724,3697,1200.9176388888889,310.7495833333333,5,20,13.340664530403615,5,61,False,2024-04-14 09:48:00,890.1680555555556,1,0.25,3.7090335648148156,2024/04/14, 09:47:48.732,38.583,-74.066,11.89,204.79,203.8,11.71,10.9,10.9,1014.7,1014.7,0.0,0.0,85.09,78.49,34,29,10.2,10.7,65.5,65.7,6.3,6.3,272.2,262.8,1016.8,1016.8,-6.41,297.95,0.06,31.5311,8.6358,366.2,52.5,1480.664, NAN, NAN, NAN, NAN,,2024-04-14 09:47:48.732,2024-04-14 09:47:48.732000+00:00
D20240414T101158_IFCB206,ar82b_underway,2662,2626,1200.9291666666666,222.13932291666663,5,20,13.340664530403615,5,62,False,2024-04-14 10:11:05,978.7898437499999,1,0.25,4.078291015625,2024/04/14, 10:10:48.733,38.514,-74.105,12.12,204.49,203.0,11.83,12.6,12.6,1015.0,1015.3,0.0,0.0,85.09,78.49,40,35,9.4,11.3,50.2,50.2,6.2,7.3,284.2,268.7,1017.1,1017.4,-4.8,300.35,7.02,31.6858,8.5556,342.5,52.6,1480.553, NAN, NAN, NAN, NAN,,2024-04-14 10:10:48.733,2024-04-14 10:10:48.733000+00:00
D20240414T103552_IFCB206,ar82b_underway,1672,1634,1200.9575,139.43405381944444,5,20,13.299083695735106,5,63,False,2024-04-14 10:35:05,1061.5234461805555,1,0.25,4.423014359085648,2024/04/14, 10:34:48.735,38.441,-74.146,12.1,204.75,203.84,12.03,11.8,11.9,1015.3,1015.3,0.0,0.0,85.09,78.49,27,21,9.7,9.1,58.6,58.6,5.1,4.0,265.8,259.7,1017.4,1017.4,14.65,299.59,156.29,31.6623,8.9299,304.9,53.4,1481.924, NAN, NAN, NAN, NAN,,2024-04-14 10:34:48.735,2024-04-14 10:34:48.735000+00:00
D20240414T105946_IFCB206,ar82b_underway,1509,1459,1201.342777777778,125.74845486111111,5,20,13.342327763790351,5,64,False,2024-04-14 10:59:04,1075.594322916667,1,0.25,4.481643012152778,2024/04/14, 10:58:48.736,38.368,-74.189,12.35,204.92,203.84,12.22,11.1,11.1,1015.6,1015.5,0.0,0.0,85.09,78.49,22,16,9.9,9.4,68.2,68.1,4.7,3.8,256.8,247.9,1017.7,1017.6,73.33,300.02,725.05,31.6906,8.814,297.1,53.0,1481.527, NAN, NAN, NAN, NAN,,2024-04-14 10:58:48.736,2024-04-14 10:58:48.736000+00:00
D20240414T112341_IFCB206,ar82b_underway,1054,1002,1201.0779166666666,87.96821180555555,5,20,13.342327763790351,5,65,False,2024-04-14 11:23:04,1113.1097048611111,1,0.25,4.637957103587963,2024/04/14, 11:22:48.738,38.296,-74.237,12.26,208.01,210.58,11.96,11.0,11.1,1015.8,1015.8,0.0,0.0,85.09,78.49,21,17,11.5,10.9,69.9,69.9,6.1,5.2,248.6,243.1,1017.9,1017.9,146.5,302.01,1166.67,31.5847,9.0336,254.4,51.1,1482.214, NAN, NAN, NAN, NAN,,2024-04-14 11:22:48.738,2024-04-14 11:22:48.738000+00:00
D20240414T114735_IFCB206,ar82b_underway,976,894,1200.9415277777778,81.32743055555555,5,20,13.448774700541705,5,66,False,2024-04-14 11:47:03,1119.6140972222222,1,0.25,4.665058738425926,2024/04/14, 11:46:48.739,38.226,-74.286,12.2,208.06,208.51,12.25,11.0,11.0,1016.1,1015.9,0.0,0.0,85.09,78.49,15,10,11.5,11.0,73.5,73.4,5.7,4.9,240.0,231.1,1018.2,1018.0,230.17,303.79,1476.83,31.5465,9.0423,221.8,51.3,1482.2, NAN, NAN, NAN, NAN,,2024-04-14 11:46:48.739,2024-04-14 11:46:48.739000+00:00
D20240414T121129_IFCB206,ar82b_underway,826,750,1200.9229166666669,68.7416796875,5,20,13.555221637293059,5,67,False,2024-04-14 12:11:02,1132.181236979167,1,0.25,4.717421820746528,2024/04/14, 12:10:48.741,38.155,-74.334,12.26,207.86,207.39,12.12,12.0,12.0,1016.2,1016.2,0.0,0.0,85.09,78.49,19,14,11.9,11.3,63.0,62.9,6.4,5.5,245.6,238.0,1018.3,1018.3,310.94,305.03,1662.13,31.074,9.5072,217.9,51.6,1483.339, NAN, NAN, NAN, NAN,,2024-04-14 12:10:48.741,2024-04-14 12:10:48.741000+00:00
D20240414T123523_IFCB206,ar82b_underway,830,720,1200.9216666666666,69.12693142361111,5,20,13.768115510795766,5,68,False,2024-04-14 12:35:02,1131.7947352430556,1,0.25,4.715811396846065,2024/04/14, 12:34:48.742,38.085,-74.383,12.2,208.35,211.44,11.95,12.5,12.6,1016.3,1016.3,0.0,0.0,85.09,78.49,18,13,11.6,11.1,58.3,56.6,5.9,5.2,242.5,233.9,1018.4,1018.4,402.15,307.18,1822.2,30.8579,9.8143,220.9,51.6,1484.201, NAN, NAN, NAN, NAN,,2024-04-14 12:34:48.742,2024-04-14 12:34:48.742000+00:00
D20240414T125917_IFCB206,ar82b_underway,851,743,1200.9377777777777,70.83253472222222,5,20,13.87456244754712,5,69,False,2024-04-14 12:59:01,1130.1052430555555,1,0.25,4.708771846064815,2024/04/14, 12:58:48.744,38.015,-74.434,12.16,207.84,210.64,12.12,13.6,13.6,1016.5,1016.2,0.0,0.0,85.09,78.49,16,10,11.7,11.2,40.3,40.2,5.8,5.1,238.3,227.1,1018.6,1018.3,476.8,309.02,1939.46,30.8552,9.7768,204.8,51.8,1484.06, NAN, NAN, NAN, NAN,,2024-04-14 12:58:48.744,2024-04-14 12:58:48.744000+00:00
D20240414T132312_IFCB206,ar82b_underway,661,563,1200.9406944444445,54.97368923611111,5,20,13.981009384298474,5,70,False,2024-04-14 13:23:01,1145.9670052083334,1,0.25,4.774862521701389,2024/04/14, 13:22:48.745,37.945,-74.484,12.11,207.85,206.91,11.77,12.0,12.0,1016.6,1016.7,0.0,0.0,85.09,78.49,13,7,12.1,11.3,62.5,63.4,6.3,5.3,232.2,221.5,1018.7,1018.8,540.08,307.34,2026.32,30.8773,9.9295,203.2,52.1,1484.644, NAN, NAN, NAN, NAN,,2024-04-14 13:22:48.745,2024-04-14 13:22:48.745000+00:00
D20240414T134706_IFCB206,ar82b_underway,633,530,1200.924861111111,52.67425347222222,5,20,14.087456321049828,5,71,False,2024-04-14 13:47:00,1148.2506076388888,1,0.25,4.784377531828704,2024/04/14, 13:46:48.747,37.876,-74.534,12.19,207.91,210.49,12.07,11.6,11.6,1016.9,1016.9,0.0,0.0,85.09,78.49,14,8,13.0,12.5,70.4,70.4,7.0,6.3,231.7,220.9,1019.0,1019.0,599.12,309.47,2098.62,31.0732,9.839,187.6,52.5,1484.553, NAN, NAN, NAN, NAN,,2024-04-14 13:46:48.747,2024-04-14 13:46:48.747000+00:00
D20240414T141100_IFCB206,ar82b_underway,586,519,1200.9283333333333,48.654713541666666,5,20,14.085793087663092,5,72,False,2024-04-14 14:11:00,1152.2736197916665,1,0.25,4.8011400824652775,2024/04/14, 14:10:48.748,37.807,-74.584,12.2,208.65,210.83,11.92,11.7,11.7,1016.9,1016.9,0.0,0.0,85.09,78.49,11,5,12.3,11.7,69.1,69.1,6.3,5.6,229.1,217.8,1019.0,1019.0,667.38,311.88,2163.04,31.3347,9.3977,169.3,52.4,1483.255, NAN, NAN, NAN, NAN,,2024-04-14 14:10:48.748,2024-04-14 14:10:48.748000+00:00
D20240414T145133_IFCB206,ar82b_underway,2695,1989,1201.2231944444443,225.3789236111111,5,20,13.979346150911738,5,75,False,2024-04-14 14:51:03,975.8442708333332,1,0.25,4.0660177951388885,2024/04/14, 14:50:48.751,37.692,-74.667,12.14,210.5,212.99,11.85,12.4,12.5,1016.3,1016.3,0.0,0.0,85.09,78.49,3,357,14.7,14.3,61.5,61.3,8.6,8.3,213.9,203.4,1018.4,1018.4,743.25,314.2,2174.82,31.3333,9.5508,169.3,52.7,1483.816, NAN, NAN, NAN, NAN,,2024-04-14 14:50:48.751,2024-04-14 14:50:48.751000+00:00
D20240414T151527_IFCB206,ar82b_underway,1166,1055,1200.9793055555556,97.30289930555556,5,20,13.981009384298474,5,76,False,2024-04-14 15:15:02,1103.6764062500001,1,0.25,4.598651692708334,2024/04/14, 15:14:48.752,37.626,-74.72,11.72,209.35,212.34,11.61,12.3,12.4,1016.0,1016.1,0.0,0.0,85.09,78.49,5,359,14.2,13.6,64.6,64.7,8.2,7.7,215.9,205.4,1018.1,1018.2,821.54,311.69,2230.67,31.4017,9.6363,164.1,52.9,1484.212, NAN, NAN, NAN, NAN,,2024-04-14 15:14:48.752,2024-04-14 15:14:48.752000+00:00
D20240414T153921_IFCB206,ar82b_underway,1467,1360,1200.899861111111,122.39811631944444,5,20,13.981009384298474,5,77,False,2024-04-14 15:39:02,1078.5017447916666,1,0.25,4.493757269965277,2024/04/14, 15:38:48.754,37.56,-74.77,11.64,198.9,200.21,11.29,12.8,12.8,1015.9,1016.0,0.0,0.0,85.09,78.49,11,5,15.3,14.8,61.8,61.7,9.6,9.0,215.3,205.8,1018.0,1018.1,900.68,313.03,2233.55,31.524,9.9402,168.8,53.0,1485.469, NAN, NAN, NAN, NAN,,2024-04-14 15:38:48.754,2024-04-14 15:38:48.754000+00:00
D20240414T160316_IFCB206,ar82b_underway,1176,1057,1201.135,98.19985243055557,5,20,14.300350194552536,5,78,False,2024-04-14 16:03:01,1102.9351475694443,1,0.25,4.595563114872685,2024/04/14, 16:02:48.755,37.486,-74.79,11.8,189.48,191.58,11.57,12.9,12.9,1015.8,1015.8,0.0,0.0,85.09,78.49,15,10,15.9,15.2,61.8,61.7,10.2,9.4,212.1,204.7,1017.9,1017.9,962.1,312.14,2242.0,31.3163,10.5839,171.2,53.7,1487.536, NAN, NAN, NAN, NAN,,2024-04-14 16:02:48.755,2024-04-14 16:02:48.755000+00:00
D20240414T162710_IFCB206,ar82b_underway,1097,996,1200.881388888889,91.51028645833334,5,20,14.513244068055243,5,79,False,2024-04-14 16:27:01,1109.3711024305555,1,0.25,4.622379593460648,2024/04/14, 16:26:48.757,37.411,-74.809,11.76,192.25,194.56,11.33,12.8,12.8,1015.5,1015.7,0.0,0.0,85.09,78.49,12,7,16.4,15.7,63.0,62.9,10.7,9.9,209.8,202.4,1017.6,1017.8,975.37,312.47,2245.57,31.3403,10.5915,170.8,53.2,1487.592, NAN, NAN, NAN, NAN,,2024-04-14 16:26:48.757,2024-04-14 16:26:48.757000+00:00
