Filename,FileComment,triggerCount,roiCount,runTime,inhibitTime,SyringeSampleVolume,syringeSamplingSpeed,temperature,RunFastFactor,sampleNumber,runSampleFast,Datetime,lookTime,runSampleFast_Int,flowRate_mins,volumeAnalyzed,DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710, COG,Datetime_GMT_underway,Datetime_UTC_underway
D20240401T151712_IFCB206,ar82a_underway ,5811,5748,1200.9409722222222,483.21538194444446,5,20,11.743960479133293,5,1,False,2024-04-01 15:17:01,717.7255902777777,1,0.25,2.9905232928240735,2024/04/01, 13:13:33.061, 41.524, -70.672,0.18,24.62,11.42, 0.010, 6.9,6.9, 1014.3,1014.3, 0.0,0.0, 0.000,0.0, 93,79, 4.8,5.4, 83.1,83.1, 4.8, 5.4, 117.7, 103.7, 1016.4,1016.4,204.25,322.82,716.16,5.8735,6.1845,124.4,0.0,1438.982, NAN, NAN, NAN, NAN,,2024-04-01 13:13:33.061,2024-04-01 13:13:33.061000+00:00
D20240401T173608_IFCB206,ar82a_underway ,7454,7347,1200.950138888889,620.1347916666666,5,20,10.679491111619754,5,1,False,2024-04-01 17:36:00,580.8153472222223,1,0.25,2.4200639467592593,2024/04/01, 13:13:33.061, 41.524, -70.672,0.18,24.62,11.42, 0.010, 6.9,6.9, 1014.3,1014.3, 0.0,0.0, 0.000,0.0, 93,79, 4.8,5.4, 83.1,83.1, 4.8, 5.4, 117.7, 103.7, 1016.4,1016.4,204.25,322.82,716.16,5.8735,6.1845,124.4,0.0,1438.982, NAN, NAN, NAN, NAN,,2024-04-01 13:13:33.061,2024-04-01 13:13:33.061000+00:00
D20240401T180004_IFCB206,ar82a_underway ,6899,6745,1201.868888888889,575.4369444444444,5,20,10.5730441748684,5,2,False,2024-04-01 18:00:00,626.4319444444445,1,0.25,2.610133101851852,2024/04/01, 13:13:33.061, 41.524, -70.672,0.18,24.62,11.42, 0.010, 6.9,6.9, 1014.3,1014.3, 0.0,0.0, 0.000,0.0, 93,79, 4.8,5.4, 83.1,83.1, 4.8, 5.4, 117.7, 103.7, 1016.4,1016.4,204.25,322.82,716.16,5.8735,6.1845,124.4,0.0,1438.982, NAN, NAN, NAN, NAN,,2024-04-01 13:13:33.061,2024-04-01 13:13:33.061000+00:00
D20240401T182359_IFCB206,ar82a_underway ,6622,6448,1202.1619444444443,551.6087847222223,5,20,10.466597238117046,5,3,False,2024-04-01 18:23:05,650.5531597222221,1,0.25,2.7106381655092586,2024/04/01, 13:13:33.061, 41.524, -70.672,0.18,24.62,11.42, 0.010, 6.9,6.9, 1014.3,1014.3, 0.0,0.0, 0.000,0.0, 93,79, 4.8,5.4, 83.1,83.1, 4.8, 5.4, 117.7, 103.7, 1016.4,1016.4,204.25,322.82,716.16,5.8735,6.1845,124.4,0.0,1438.982, NAN, NAN, NAN, NAN,,2024-04-01 13:13:33.061,2024-04-01 13:13:33.061000+00:00
D20240401T184754_IFCB206,ar82a_underway ,6347,6354,1202.0315277777777,528.6975694444444,5,20,10.466597238117046,5,4,False,2024-04-01 18:47:05,673.3339583333333,1,0.25,2.805558159722222,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T191149_IFCB206,ar82a_underway ,6350,6365,1201.27375,531.0927777777778,5,20,10.466597238117046,5,5,False,2024-04-01 19:11:04,670.1809722222223,1,0.25,2.792420717592593,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T193544_IFCB206,ar82a_underway ,6156,6170,1201.5597222222225,512.7665972222222,5,20,10.466597238117046,5,6,False,2024-04-01 19:35:04,688.7931250000003,1,0.25,2.8699713541666676,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T195940_IFCB206,ar82a_underway ,5873,5435,1201.9033333333334,489.95399305555554,5,20,10.468260471503783,5,7,False,2024-04-01 19:59:04,711.9493402777779,1,0.25,2.966455584490741,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T202335_IFCB206,ar82a_underway ,5626,5136,1201.7493055555556,469.1170138888889,5,20,10.468260471503783,5,8,False,2024-04-01 20:23:03,732.6322916666667,1,0.25,3.052634548611111,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T204730_IFCB206,ar82a_underway ,5506,4995,1202.1091666666666,459.2791666666666,5,20,10.468260471503783,5,9,False,2024-04-01 20:47:03,742.83,1,0.25,3.0951250000000003,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T211125_IFCB206,ar82a_underway ,5563,5043,1201.8277777777778,464.30097222222224,5,20,10.466597238117046,5,10,False,2024-04-01 21:11:02,737.5268055555555,1,0.25,3.073028356481481,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T213521_IFCB206,ar82a_underway ,4866,4421,1201.9634722222222,405.7268402777778,5,20,10.468260471503783,5,11,False,2024-04-01 21:35:02,796.2366319444444,1,0.25,3.3176526331018517,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T215915_IFCB206,ar82a_underway ,3871,3436,1201.4383333333333,323.3412152777778,5,20,10.5730441748684,5,12,False,2024-04-01 21:59:01,878.0971180555555,1,0.25,3.6587379918981484,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T222309_IFCB206,ar82a_underway ,3460,3141,1201.293472222222,288.6702604166667,5,20,10.574707408255136,5,13,False,2024-04-01 22:23:00,912.6232118055552,1,0.25,3.80259671585648,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T224703_IFCB206,ar82a_underway ,3632,3189,1200.92125,303.0695138888889,5,20,10.68115434500649,5,14,False,2024-04-01 22:47:00,897.8517361111112,1,0.25,3.741048900462963,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T231058_IFCB206,ar82a_underway ,4000,3653,1201.685,333.5996527777778,5,20,10.68115434500649,5,15,False,2024-04-01 23:10:05,868.0853472222221,1,0.25,3.617022280092592,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T233452_IFCB206,ar82a_underway ,4525,4152,1200.9316666666666,377.29850694444445,5,20,10.679491111619754,5,16,False,2024-04-01 23:34:05,823.6331597222222,1,0.25,3.4318048321759265,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240401T235846_IFCB206,ar82a_underway ,4408,4195,1201.0201388888888,367.64506944444446,5,20,10.68115434500649,5,17,False,2024-04-01 23:58:04,833.3750694444443,1,0.25,3.472396122685184,2024/04/02, 00:00:47.596,40.291,-70.882,10.97,179.7,179.02,10.84,6.5,6.6,1011.9,1011.8,0.0,0.0,0.0,0.0,342,333,2.8,3.2,91.4,91.2,3.0,3.1,15.4,27.0,1014.0,1013.9,-7.1,291.73,-0.02,32.19,6.3565,270.8,30.8,1472.697, NAN, NAN, NAN, NAN,,2024-04-02 00:00:47.596,2024-04-02 00:00:47.596000+00:00
D20240402T002241_IFCB206,ar82a_underway ,3504,3318,1201.3765277777777,292.79375,5,20,10.785938048371108,5,18,False,2024-04-02 00:22:04,908.5827777777777,1,0.25,3.7857615740740735,2024/04/02, 00:21:47.597,40.228,-70.883,11.05,180.07,180.46,10.84,6.4,6.5,1012.3,1012.3,0.0,0.0,0.0,0.0,351,343,3.0,3.0,92.1,92.1,2.7,2.9,11.8,19.4,1014.4,1014.4,-6.92,294.25,-0.02,32.2076,6.1321,245.7,24.3,1471.828, NAN, NAN, NAN, NAN,,2024-04-02 00:21:47.597,2024-04-02 00:21:47.597000+00:00
D20240402T004636_IFCB206,ar82a_underway ,3140,3033,1200.9179166666668,261.8411111111111,5,20,10.574707408255136,5,19,False,2024-04-02 00:46:03,939.0768055555557,1,0.25,3.9128200231481487,2024/04/02, 00:45:47.599,40.156,-70.884,10.92,176.04,178.89,10.18,6.3,6.4,1012.4,1012.3,0.0,0.0,0.0,0.0,317,320,2.6,5.2,91.4,91.5,3.9,3.9,28.3,67.4,1014.5,1014.4,-7.17,291.54,-0.02,32.2752,5.9526,291.5,14.9,1471.197, NAN, NAN, NAN, NAN,,2024-04-02 00:45:47.599,2024-04-02 00:45:47.599000+00:00
D20240402T011030_IFCB206,ar82a_underway ,3147,3099,1201.7093055555556,262.445,5,20,10.5730441748684,5,20,False,2024-04-02 01:10:03,939.2643055555557,1,0.25,3.9136012731481484,2024/04/02, 01:09:47.600,40.154,-70.882,0.27,81.23,43.72,0.05,6.3,6.3,1012.6,1012.5,0.0,0.0,0.0,0.0,301,311,3.6,5.8,92.0,91.9,3.6,5.8,22.3,32.3,1014.7,1014.6,-6.92,291.05,-0.01,32.3583,5.9066,330.0,15.3,1471.118, NAN, NAN, NAN, NAN,,2024-04-02 01:09:47.600,2024-04-02 01:09:47.600000+00:00
D20240402T013424_IFCB206,ar82a_underway ,3150,3019,1200.9679166666667,262.7919097222222,5,20,10.468260471503783,5,21,False,2024-04-02 01:34:02,938.1760069444445,1,0.25,3.909066695601852,2024/04/02, 01:33:47.602,40.096,-70.882,11.03,178.94,178.48,10.67,6.3,6.3,1013.3,1013.3,0.0,0.0,0.0,0.0,331,327,2.5,4.9,91.1,91.1,3.5,3.0,18.8,61.5,1015.4,1015.4,-7.05,290.68,-0.02,32.4362,6.1431,380.8,39.4,1472.16, NAN, NAN, NAN, NAN,,2024-04-02 01:33:47.602,2024-04-02 01:33:47.602000+00:00
D20240402T015818_IFCB206,ar82a_underway ,3252,3194,1201.4722222222222,271.1509722222222,5,20,10.466597238117046,5,22,False,2024-04-02 01:58:01,930.32125,1,0.25,3.8763385416666667,2024/04/02, 01:57:47.603,40.026,-70.882,10.99,179.77,180.32,10.66,6.1,6.2,1013.6,1013.5,0.0,0.0,0.0,0.0,334,329,1.8,3.4,91.4,91.3,4.0,3.1,12.0,34.9,1015.7,1015.6,-7.41,290.71,-0.03,32.3144,5.8026,305.9,39.9,1470.646, NAN, NAN, NAN, NAN,,2024-04-02 01:57:47.603,2024-04-02 01:57:47.603000+00:00
D20240402T022213_IFCB206,ar82a_underway ,2666,2603,1201.0652777777775,222.41357638888888,5,20,10.360150301365692,5,23,False,2024-04-02 02:22:01,978.6517013888886,1,0.25,4.077715422453703,2024/04/02, 02:21:47.605,39.956,-70.883,10.96,180.3,182.28,10.19,6.0,6.0,1013.5,1013.4,0.0,0.0,0.0,0.0,314,319,1.9,4.5,92.0,92.0,4.2,3.7,22.8,60.5,1015.6,1015.5,-7.29,290.39,-0.02,32.2701,5.6928,274.2,38.2,1470.148, NAN, NAN, NAN, NAN,,2024-04-02 02:21:47.605,2024-04-02 02:21:47.605000+00:00
D20240402T024607_IFCB206,ar82a_underway ,2630,2589,1200.9205555555557,219.32128472222223,5,20,10.255366598001075,5,24,False,2024-04-02 02:46:00,981.5992708333334,1,0.25,4.089996961805556,2024/04/02, 02:45:47.606,39.941,-70.883,0.49,141.99,293.67,0.25,5.9,6.0,1013.4,1013.3,0.0,0.0,0.0,0.0,247,259,3.6,3.5,92.6,92.7,3.6,3.5,31.0,43.0,1015.5,1015.4,-6.9,289.79,-0.02,32.2655,5.7122,269.2,40.1,1470.22, NAN, NAN, NAN, NAN,,2024-04-02 02:45:47.606,2024-04-02 02:45:47.606000+00:00
D20240402T031001_IFCB206,ar82a_underway ,2564,2533,1201.023888888889,213.81612847222223,5,20,10.253703364614339,5,25,False,2024-04-02 03:10:00,987.2077604166667,1,0.25,4.1133656684027775,2024/04/02, 03:09:47.608,39.941,-70.883,0.92,140.99,174.9,0.34,5.9,5.9,1013.3,1013.3,0.0,0.0,0.0,0.0,262,285,3.5,4.5,92.7,92.9,3.6,4.5,40.7,63.8,1015.4,1015.4,-7.13,289.26,-0.02,32.269,5.6746,278.7,39.8,1470.074, NAN, NAN, NAN, NAN,,2024-04-02 03:09:47.608,2024-04-02 03:09:47.608000+00:00
D20240402T033355_IFCB206,ar82a_underway ,2544,2463,1201.0177777777778,212.12875,5,20,10.253703364614339,5,26,False,2024-04-02 03:33:05,988.8890277777779,1,0.25,4.120370949074075,2024/04/02, 03:32:47.609,39.894,-70.884,11.18,175.8,180.31,10.73,5.9,6.0,1013.2,1013.0,0.0,0.0,0.0,0.0,325,323,4.0,6.7,91.9,92.0,3.5,4.4,45.8,83.8,1015.3,1015.1,-6.76,289.36,-0.02,32.2562,5.6815,265.6,40.0,1470.085, NAN, NAN, NAN, NAN,,2024-04-02 03:32:47.609,2024-04-02 03:32:47.609000+00:00
D20240402T035750_IFCB206,ar82a_underway ,2362,2269,1201.1530555555555,197.0531423611111,5,20,10.253703364614339,5,27,False,2024-04-02 03:57:05,1004.0999131944444,1,0.25,4.183749638310185,2024/04/02, 03:56:47.611,39.822,-70.883,11.12,176.99,180.57,11.13,5.9,5.9,1013.0,1013.0,0.0,0.0,0.0,0.0,327,324,5.2,7.8,92.2,92.3,3.4,5.0,63.9,93.9,1015.1,1015.1,-6.63,288.79,-0.02,32.3208,5.7256,263.8,40.0,1470.344, NAN, NAN, NAN, NAN,,2024-04-02 03:56:47.611,2024-04-02 03:56:47.611000+00:00
D20240402T042144_IFCB206,ar82a_underway ,2380,2295,1200.918888888889,198.48987847222224,5,20,10.253703364614339,5,28,False,2024-04-02 04:21:04,1002.4290104166666,1,0.25,4.176787543402778,2024/04/02, 04:20:47.612,39.757,-70.91,11.04,232.03,232.67,11.57,6.0,6.0,1013.5,1013.4,0.0,0.0,0.0,0.0,358,348,2.2,2.2,91.6,91.7,3.7,3.8,53.6,59.3,1015.6,1015.5,-7.25,289.22,-0.02,32.3368,5.7679,262.5,39.8,1470.535, NAN, NAN, NAN, NAN,,2024-04-02 04:20:47.612,2024-04-02 04:20:47.612000+00:00
D20240402T044538_IFCB206,ar82a_underway ,2679,2618,1201.472083333333,223.3241840277778,5,20,10.253703364614339,5,29,False,2024-04-02 04:45:03,978.1478993055553,1,0.25,4.07561624710648,2024/04/02, 04:44:47.614,39.71,-70.989,11.0,229.86,232.04,11.27,6.0,6.0,1013.7,1013.7,0.0,0.0,0.0,0.0,0,350,1.9,1.7,92.0,92.0,3.9,4.2,54.2,58.1,1015.8,1015.8,-7.23,290.35,-0.02,32.3077,5.7303,311.2,39.9,1470.347, NAN, NAN, NAN, NAN,,2024-04-02 04:44:47.614,2024-04-02 04:44:47.614000+00:00
D20240402T050932_IFCB206,ar82a_underway ,3031,2958,1201.2772222222222,252.77916666666667,5,20,10.255366598001075,5,30,False,2024-04-02 05:09:03,948.4980555555555,1,0.25,3.9520752314814813,2024/04/02, 05:08:47.615,39.665,-71.067,11.1,230.86,235.47,11.33,6.0,6.0,1013.4,1013.3,0.0,0.0,0.0,0.0,344,338,3.8,3.9,92.6,92.6,2.5,2.8,82.4,89.2,1015.5,1015.4,-6.75,290.58,-0.02,32.4332,6.1761,374.0,40.0,1472.287, NAN, NAN, NAN, NAN,,2024-04-02 05:08:47.615,2024-04-02 05:08:47.615000+00:00
D20240402T053326_IFCB206,ar82a_underway ,3154,3088,1201.595972222222,263.1352083333333,5,20,10.468260471503783,5,31,False,2024-04-02 05:33:02,938.4607638888886,1,0.25,3.910253182870369,2024/04/02, 05:32:47.617,39.618,-71.147,11.49,228.88,232.78,11.95,6.2,6.2,1013.0,1013.1,0.0,0.0,0.0,0.0,345,337,3.8,4.2,93.1,93.0,2.9,3.1,79.8,92.2,1015.1,1015.2,-6.69,292.27,-0.03,32.7837,7.038,448.3,40.4,1476.115, NAN, NAN, NAN, NAN,,2024-04-02 05:32:47.617,2024-04-02 05:32:47.617000+00:00
D20240402T055721_IFCB206,ar82a_underway ,3753,3722,1201.2568055555555,312.9496180555556,5,20,11.319835965514613,5,32,False,2024-04-02 05:57:02,888.3071874999998,1,0.25,3.701279947916666,2024/04/02, 05:56:47.618,39.569,-71.227,11.21,232.48,233.0,11.46,6.9,6.9,1013.0,1012.9,0.0,0.0,0.0,0.0,317,322,2.2,4.9,91.8,91.9,4.5,3.6,71.2,108.1,1015.1,1015.0,-6.75,292.89,-0.02,33.6005,8.891,519.0,40.9,1484.16, NAN, NAN, NAN, NAN,,2024-04-02 05:56:47.618,2024-04-02 05:56:47.618000+00:00
D20240402T062116_IFCB206,ar82a_underway ,3008,2937,1200.9122222222222,250.7061111111111,5,20,11.745623712520029,5,33,False,2024-04-02 06:21:01,950.2061111111111,1,0.25,3.959192129629629,2024/04/02, 06:20:47.620,39.522,-71.305,11.16,231.8,229.18,11.37,7.3,7.3,1012.6,1012.6,0.0,0.0,0.0,0.0,341,334,2.2,2.9,90.6,90.6,3.8,3.4,59.6,70.1,1014.7,1014.7,-7.06,293.6,-0.02,33.6599,8.8654,499.2,41.0,1484.138, NAN, NAN, NAN, NAN,,2024-04-02 06:20:47.620,2024-04-02 06:20:47.620000+00:00
D20240402T064510_IFCB206,ar82a_underway ,2070,2001,1201.0206944444444,172.68616319444445,5,20,12.171411459525444,5,34,False,2024-04-02 06:45:01,1028.33453125,1,0.25,4.284727213541667,2024/04/02, 06:44:47.621,39.476,-71.382,11.23,232.06,231.29,11.16,7.6,7.7,1012.6,1012.6,0.0,0.0,0.0,0.0,341,331,1.7,3.0,90.0,90.1,4.2,3.4,60.0,77.5,1014.7,1014.7,-7.25,299.11,-0.02,33.9508,9.879,290.4,41.4,1488.201, NAN, NAN, NAN, NAN,,2024-04-02 06:44:47.621,2024-04-02 06:44:47.621000+00:00
D20240402T070904_IFCB206,ar82a_underway ,1949,1889,1200.9393055555556,162.52904513888888,5,20,12.916540016784921,5,35,False,2024-04-02 07:09:00,1038.4102604166667,1,0.25,4.3267094184027775,2024/04/02, 07:08:47.623,39.43,-71.459,11.16,231.13,233.85,11.04,8.2,8.2,1012.2,1012.2,0.0,0.0,0.0,0.0,328,327,2.5,5.0,90.8,90.8,3.9,3.3,75.0,114.7,1014.3,1014.3,-6.63,304.58,-0.02,34.3441,10.6637,298.2,41.9,1491.481, NAN, NAN, NAN, NAN,,2024-04-02 07:08:47.623,2024-04-02 07:08:47.623000+00:00
D20240402T073259_IFCB206,ar82a_underway ,2131,2079,1200.9155555555556,177.66831597222222,5,20,13.342327763790351,5,36,False,2024-04-02 07:32:05,1023.2472395833333,1,0.25,4.263530164930556,2024/04/02, 07:31:47.625,39.386,-71.533,11.22,230.63,235.27,11.57,8.5,8.6,1012.5,1012.4,0.0,0.0,0.0,0.0,346,340,3.1,3.1,89.8,89.8,3.1,3.3,70.8,75.3,1014.6,1014.5,-6.9,300.74,-0.01,34.178,10.4565,319.0,42.1,1490.546, NAN, NAN, NAN, NAN,,2024-04-02 07:31:47.625,2024-04-02 07:31:47.625000+00:00
D20240402T075653_IFCB206,ar82a_underway ,2217,2146,1201.08375,184.7972395833333,5,20,13.660005340657676,5,37,False,2024-04-02 07:56:05,1016.2865104166667,1,0.25,4.234527126736111,2024/04/02, 07:55:47.626,39.338,-71.612,11.32,230.26,233.58,11.81,8.9,8.9,1012.2,1012.2,0.0,0.0,0.0,0.0,322,322,2.7,5.0,90.4,90.3,4.4,3.9,76.1,107.7,1014.3,1014.3,-6.82,310.81,-0.01,34.284,10.8894,327.0,41.7,1492.204, NAN, NAN, NAN, NAN,,2024-04-02 07:55:47.626,2024-04-02 07:55:47.626000+00:00
D20240402T082047_IFCB206,ar82a_underway ,2415,2361,1200.905277777778,201.4378993055556,5,20,13.768115510795766,5,38,False,2024-04-02 08:20:04,999.4673784722225,1,0.25,4.1644474103009275,2024/04/02, 08:19:47.628,39.288,-71.693,11.28,231.04,232.95,12.09,9.0,9.1,1012.0,1012.0,0.0,0.0,0.0,0.0,319,321,2.5,4.9,90.4,90.4,4.7,4.0,72.6,103.7,1014.1,1014.1,-6.53,326.68,-0.01,34.1352,10.1364,331.8,42.2,1489.351, NAN, NAN, NAN, NAN,,2024-04-02 08:19:47.628,2024-04-02 08:19:47.628000+00:00
D20240402T084441_IFCB206,ar82a_underway ,3086,3014,1201.2859722222222,257.35963541666666,5,20,13.553558403906322,5,39,False,2024-04-02 08:44:04,943.9263368055556,1,0.25,3.9330264033564815,2024/04/02, 08:43:47.629,39.24,-71.775,11.1,231.59,233.54,11.88,8.6,8.6,1011.9,1011.9,0.0,0.0,0.0,0.0,333,329,4.3,6.1,94.7,94.5,3.1,3.4,94.7,126.8,1014.0,1014.0,-6.29,332.99,-0.02,33.6227,8.9422,591.5,0.0,1484.377, NAN, NAN, NAN, NAN,,2024-04-02 08:43:47.629,2024-04-02 08:43:47.629000+00:00
D20240402T090835_IFCB206,ar82a_underway ,3326,3269,1201.0123611111112,278.11661458333333,5,20,13.447111467154969,5,40,False,2024-04-02 09:08:03,922.8957465277779,1,0.25,3.845398943865741,2024/04/02, 09:07:47.631,39.191,-71.855,11.16,233.18,230.02,12.24,8.5,8.5,1012.1,1012.1,0.0,0.0,0.0,0.0,325,323,5.6,8.3,96.0,96.0,3.4,4.7,113.2,147.3,1014.2,1014.2,-6.38,323.49,-0.02,33.3896,7.7632,494.7,33.3,1479.662, NAN, NAN, NAN, NAN,,2024-04-02 09:07:47.631,2024-04-02 09:07:47.631000+00:00
D20240402T093230_IFCB206,ar82a_underway ,2617,2576,1200.975416666667,218.3232118055556,5,20,12.595535973144123,5,41,False,2024-04-02 09:32:03,982.6522048611113,1,0.25,4.094384186921297,2024/04/02, 09:31:47.632,39.141,-71.935,11.22,233.09,229.82,12.08,8.0,8.1,1012.2,1012.1,0.0,0.0,0.0,0.0,349,343,6.2,6.3,96.5,96.4,0.9,1.6,135.9,136.7,1014.3,1014.2,-5.98,326.36,-0.01,32.6774,6.8574,376.8,36.1,1475.279, NAN, NAN, NAN, NAN,,2024-04-02 09:31:47.632,2024-04-02 09:31:47.632000+00:00
D20240402T095624_IFCB206,ar82a_underway ,2072,2008,1200.9325,172.8737326388889,5,20,12.063301289387354,5,42,False,2024-04-02 09:56:02,1028.058767361111,1,0.25,4.283578197337962,2024/04/02, 09:55:47.634,39.092,-72.015,11.12,235.04,233.54,11.95,7.5,7.6,1012.5,1012.4,0.0,0.0,0.0,0.0,334,329,3.9,6.0,100.0,100.0,3.0,3.0,84.0,125.7,1014.6,1014.5,-5.46,342.8,-0.01,32.3682,5.9356,242.4,32.1,1471.246, NAN, NAN, NAN, NAN,,2024-04-02 09:55:47.634,2024-04-02 09:55:47.634000+00:00
